day,month_year,category,class_name,location,time_of_day,duration
03,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
01,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"October, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"October, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"October, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"August, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"August, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"July, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"July, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"July, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"June, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"June, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"June, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
07,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"June, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
31,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"May, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"May, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"May, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
08,"May, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
01,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"April, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
24,"April, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
24,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"April, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"March, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
01,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
15,"February, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
15,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
15,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
08,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"February, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
01,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
01,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"January, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
16,"January, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
14,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
04,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"December, 2016",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
